Nom du fichier ,Identificateur,Date Heure,Debit Production
20150503-221641-641_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:00:01,0.0
20150503-221641-641_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:00:06,0.0
20150503-221641-641_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:00:11,0.0
20150503-221718-741_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:00:21,0.0
20150503-221718-741_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:00:26,0.0
20150503-221718-741_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:00:31,0.0
20150503-221718-741_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:00:36,0.0
20150503-221718-741_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:00:41,0.0
20150503-221718-741_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:00:46,0.0
20150503-221718-741_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:00:51,0.0
20150503-221718-741_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:00:56,0.0
20150503-221718-741_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:01:01,0.0
20150503-221718-741_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:01:06,0.0
20150503-221754-035_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:01:16,0.0
20150503-221754-035_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:01:21,0.0
20150503-221754-035_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:01:26,0.0
20150503-221754-035_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:01:31,0.0
20150503-221754-035_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:01:36,0.0
20150503-221754-035_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:01:41,0.0
20150503-221754-035_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:01:46,0.0
20150503-221754-035_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:01:51,0.0
20150503-221754-035_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:01:56,0.0
20150503-221754-035_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:02:01,0.0
20150503-221754-035_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:02:06,0.0
20150503-221759-028_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:02:16,0.0
20150503-221759-028_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:02:21,0.0
20150503-221759-028_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:02:26,0.0
20150503-221759-028_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:02:31,0.0
20150503-221759-028_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:02:36,0.0
20150503-221759-028_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:02:41,0.0
20150503-221759-028_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:02:46,0.0
20150503-221759-028_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:02:51,0.0
20150503-221759-028_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:02:56,0.0
20150503-221759-028_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:03:01,0.0
20150503-221803-349_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:03:11,0.0
20150503-221803-349_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:03:16,0.0
20150503-221803-349_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:03:21,0.0
20150503-221803-349_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:03:26,0.0
20150503-221803-349_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:03:31,0.0
20150503-221803-349_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:03:36,0.0
20150503-221803-349_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:03:41,0.0
20150503-221803-349_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:03:46,0.0
20150503-221803-349_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:03:51,0.0
20150503-221803-349_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:04:01,0.0
20150503-221807-322_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:04:11,0.0
20150503-221807-322_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:04:16,0.0
20150503-221807-322_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:04:21,0.0
20150503-221807-322_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:04:26,0.0
20150503-221807-322_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:04:31,0.0
20150503-221807-322_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:04:36,0.0
20150503-221807-322_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:04:41,0.0
20150503-221807-322_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:04:46,0.0
20150503-221807-322_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:04:51,0.0
20150503-221807-322_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:04:56,0.0
20150503-221811-160_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:05:06,0.0
20150503-221811-160_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:05:11,0.0
20150503-221811-160_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:05:16,0.0
20150503-221811-160_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:05:21,0.0
20150503-221811-160_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:05:26,0.0
20150503-221811-160_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:05:31,0.0
20150503-221811-160_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:05:36,0.0
20150503-221811-160_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:05:41,0.0
20150503-221811-160_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:05:46,0.0
20150503-221811-160_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:05:51,0.0
20150503-221811-160_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:05:56,0.0
20150503-221814-998_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:06:06,0.0
20150503-221814-998_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:06:11,0.0
20150503-221814-998_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:06:16,0.0
20150503-221814-998_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:06:21,0.0
20150503-221814-998_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:06:26,0.0
20150503-221814-998_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:06:31,0.0
20150503-221814-998_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:06:36,0.0
20150503-221814-998_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:06:41,0.0
20150503-221814-998_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:06:46,0.0
20150503-221814-998_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:06:51,0.0
20150503-221819-226_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:07:01,0.0
20150503-221819-226_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:07:06,0.0
20150503-221819-226_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:07:11,0.0
20150503-221819-226_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:07:16,0.0
20150503-221819-226_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:07:21,0.0
20150503-221819-226_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:07:26,0.0
20150503-221819-226_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:07:31,0.0
20150503-221819-226_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:07:36,0.0
20150503-221819-226_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:07:41,0.0
20150503-221819-226_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:07:46,0.0
20150503-221819-226_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:07:51,0.0
20150503-221823-205_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:08:01,0.0
20150503-221823-205_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:08:06,0.0
20150503-221823-205_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:08:11,0.0
20150503-221823-205_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:08:16,0.0
20150503-221823-205_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:08:21,0.0
20150503-221823-205_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:08:26,0.0
20150503-221823-205_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:08:31,0.0
20150503-221823-205_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:08:36,0.0
20150503-221823-205_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:08:41,0.0
20150503-221823-205_88025102_c_TEMPERATURE.txt,E,04/05/2015 00:08:46,0.0
20150503-221827-220_88025102_c_0_000_00_00000_000_00_00000_000_00_00000_000_00_00000_000_00000_00000_00000_0_2_0_00_00_00_0_00_00000_0.000_00000_.txt,E,04/05/2015 00:08:56,0.0
20150503-221827-220_88025102_c_0_000_00_00000_000_00_00000_000_00_00000_000_00_00000_000_00000_00000_00000_0_2_0_00_00_00_0_00_00000_0.000_00000_.txt,E,04/05/2015 00:09:01,0.0
20150503-221827-220_88025102_c_0_000_00_00000_000_00_00000_000_00_00000_000_00_00000_000_00000_00000_00000_0_2_0_00_00_00_0_00_00000_0.000_00000_.txt,E,04/05/2015 00:09:06,0.0
20150503-221827-220_88025102_c_0_000_00_00000_000_00_00000_000_00_00000_000_00_00000_000_00000_00000_00000_0_2_0_00_00_00_0_00_00000_0.000_00000_.txt,E,04/05/2015 00:09:11,0.0
20150503-221827-220_88025102_c_0_000_00_00000_000_00_00000_000_00_00000_000_00_00000_000_00000_00000_00000_0_2_0_00_00_00_0_00_00000_0.000_00000_.txt,E,04/05/2015 00:09:16,0.0
20150503-221827-220_88025102_c_0_000_00_00000_000_00_00000_000_00_00000_000_00_00000_000_00000_00000_00000_0_2_0_00_00_00_0_00_00000_0.000_00000_.txt,E,04/05/2015 00:09:21,0.0
20150503-221827-220_88025102_c_0_000_00_00000_000_00_00000_000_00_00000_000_00_00000_000_00000_00000_00000_0_2_0_00_00_00_0_00_00000_0.000_00000_.txt,E,04/05/2015 00:09:26,0.0
20150503-221827-220_88025102_c_0_000_00_00000_000_00_00000_000_00_00000_000_00_00000_000_00000_00000_00000_0_2_0_00_00_00_0_00_00000_0.000_00000_.txt,E,04/05/2015 00:09:31,0.0
20150503-221827-220_88025102_c_0_000_00_00000_000_00_00000_000_00_00000_000_00_00000_000_00000_00000_00000_0_2_0_00_00_00_0_00_00000_0.000_00000_.txt,E,04/05/2015 00:09:36,0.0
20150503-221827-220_88025102_c_0_000_00_00000_000_00_00000_000_00_00000_000_00_00000_000_00000_00000_00000_0_2_0_00_00_00_0_00_00000_0.000_00000_.txt,E,04/05/2015 00:09:41,0.0
20150503-221827-220_88025102_c_0_000_00_00000_000_00_00000_000_00_00000_000_00_00000_000_00000_00000_00000_0_2_0_00_00_00_0_00_00000_0.000_00000_.txt,E,04/05/2015 00:09:46,0.0
